household_id,gender_household_head,age_household_head,caste_household,education_level_household_head,income_level_household,size_household,is_bank_account_present_in_household
32301,Male,50.0,Chhetree,Intermediate or equivalent,Rs. 10-20 thousand,4.0,1.0
32401,Male,62.0,Gurung,Non-formal education,Rs. 10 thousand,4.0,0.0
32501,Female,48.0,Gharti/Bhujel,Non-formal education,Rs. 10-20 thousand,6.0,0.0
32601,Male,82.0,Gharti/Bhujel,Illiterate,Rs. 10 thousand,2.0,0.0
32701,Male,51.0,Gharti/Bhujel,Non-formal education,Rs. 10 thousand,3.0,0.0
32801,Male,27.0,Gharti/Bhujel,Class 5,Rs. 20-30 thousand,3.0,0.0
32901,Male,69.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,2.0,0.0
33001,Male,69.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,2.0,1.0
33101,Male,31.0,Brahman-Hill,Intermediate or equivalent,Rs. 10-20 thousand,5.0,1.0
33201,Male,54.0,Brahman-Hill,Masters or equivalent,Rs. 20-30 thousand,2.0,1.0
33301,Female,54.0,Brahman-Hill,Illiterate,Rs. 10 thousand,1.0,0.0
33401,Male,58.0,Brahman-Hill,Intermediate or equivalent,Rs. 20-30 thousand,1.0,1.0
33501,Male,46.0,Magar,Illiterate,Rs. 10-20 thousand,4.0,0.0
33601,Female,64.0,Brahman-Hill,Illiterate,Rs. 10 thousand,1.0,0.0
33701,Male,24.0,Brahman-Hill,Intermediate or equivalent,Rs. 10-20 thousand,5.0,1.0
33801,Male,48.0,Chhetree,Class 5,Rs. 10 thousand,5.0,0.0
33901,Male,47.0,Brahman-Hill,Masters or equivalent,Rs. 20-30 thousand,6.0,1.0
34001,Male,61.0,Brahman-Hill,SLC or equivalent,Rs. 20-30 thousand,3.0,1.0
34101,Male,61.0,Brahman-Hill,Non-formal education,Rs. 10-20 thousand,6.0,0.0
34201,Male,56.0,Brahman-Hill,Class 5,Rs. 10 thousand,4.0,0.0
34301,Male,47.0,Brahman-Hill,Masters or equivalent,Rs. 20-30 thousand,4.0,1.0
34401,Male,40.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,4.0,1.0
34501,Male,45.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,5.0,0.0
34601,Male,74.0,Brahman-Hill,Illiterate,Rs. 10 thousand,2.0,0.0
34701,Male,27.0,Brahman-Hill,Class 8,Rs. 10 thousand,4.0,0.0
34801,Female,35.0,Chhetree,Class 5,Rs. 10-20 thousand,4.0,0.0
34901,Male,78.0,Chhetree,Non-formal education,Rs. 10-20 thousand,8.0,0.0
35001,Male,45.0,Chhetree,Illiterate,Rs. 10 thousand,4.0,0.0
35101,Male,38.0,Chhetree,Class 4,Rs. 10 thousand,4.0,0.0
35201,Male,48.0,Brahman-Hill,Intermediate or equivalent,Rs. 20-30 thousand,2.0,1.0
35301,Male,42.0,Brahman-Hill,Non-formal education,Rs. 10-20 thousand,5.0,0.0
35401,Male,67.0,Brahman-Hill,Non-formal education,Rs. 10-20 thousand,5.0,0.0
35501,Male,48.0,Brahman-Hill,Intermediate or equivalent,Rs. 10-20 thousand,5.0,1.0
35601,Male,62.0,Brahman-Hill,Class 10,Rs. 10-20 thousand,6.0,1.0
35701,Male,47.0,Brahman-Hill,SLC or equivalent,Rs. 20-30 thousand,3.0,1.0
35801,Male,44.0,Brahman-Hill,Bachelors or equivalent,Rs. 10-20 thousand,5.0,1.0
35901,Male,51.0,Brahman-Hill,Class 2,Rs. 10-20 thousand,5.0,1.0
36001,Male,48.0,Brahman-Hill,Non-formal education,Rs. 10-20 thousand,4.0,0.0
36101,Male,52.0,Brahman-Hill,Class 10,Rs. 10-20 thousand,1.0,1.0
36201,Female,85.0,Rai,Illiterate,Rs. 10 thousand,1.0,0.0
36301,Female,40.0,Chhetree,Non-formal education,Rs. 10 thousand,3.0,0.0
36401,Male,45.0,Brahman-Hill,SLC or equivalent,Rs. 20-30 thousand,4.0,1.0
36501,Male,45.0,Chhetree,Non-formal education,Rs. 10-20 thousand,5.0,0.0
36601,Male,73.0,Brahman-Hill,Non-formal education,Rs. 10-20 thousand,3.0,0.0
36701,Male,30.0,Brahman-Hill,Masters or equivalent,Rs. 20-30 thousand,3.0,1.0
36801,Female,35.0,Brahman-Hill,Intermediate or equivalent,Rs. 20-30 thousand,4.0,0.0
36901,Male,64.0,Brahman-Hill,Class 8,Rs. 10-20 thousand,2.0,1.0
37001,Male,52.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,5.0,1.0
37101,Male,72.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,5.0,0.0
37201,Female,48.0,Gurung,Non-formal education,Rs. 20-30 thousand,9.0,1.0
37301,Male,52.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,5.0,1.0
37401,Male,19.0,Chhetree,Class 8,Rs. 10 thousand,5.0,0.0
37501,Female,44.0,Brahman-Hill,SLC or equivalent,Rs. 20-30 thousand,2.0,1.0
37601,Male,59.0,Brahman-Hill,Non-formal education,Rs. 20-30 thousand,6.0,0.0
37701,Male,54.0,Chhetree,Non-formal education,Rs. 10-20 thousand,6.0,1.0
37801,Female,48.0,Brahman-Hill,Illiterate,Rs. 10 thousand,2.0,0.0
37901,Female,67.0,Chhetree,Illiterate,Rs. 10 thousand,2.0,0.0
38001,Male,89.0,Chhetree,Non-formal education,Rs. 10-20 thousand,4.0,0.0
38101,Male,62.0,Chhetree,Non-formal education,Rs. 10 thousand,2.0,0.0
38201,Male,68.0,Chhetree,Class 6,Rs. 10 thousand,2.0,0.0
38301,Female,56.0,Chhetree,Non-formal education,Rs. 10 thousand,5.0,0.0
38401,Female,52.0,Chhetree,Illiterate,Rs. 10 thousand,4.0,0.0
38501,Male,61.0,Chhetree,Non-formal education,Rs. 10-20 thousand,3.0,1.0
38601,Male,40.0,Chhetree,Non-formal education,Rs. 10 thousand,4.0,0.0
38701,Male,78.0,Chhetree,Non-formal education,Rs. 10 thousand,3.0,0.0
38801,Male,42.0,Chhetree,Class 10,Rs. 10 thousand,5.0,0.0
38901,Male,48.0,Chhetree,Non-formal education,Rs. 10 thousand,3.0,0.0
39001,Male,42.0,Chhetree,SLC or equivalent,Rs. 10 thousand,2.0,0.0
39101,Male,43.0,Chhetree,Intermediate or equivalent,Rs. 10-20 thousand,3.0,1.0
39201,Male,73.0,Chhetree,Illiterate,Rs. 10 thousand,2.0,0.0
39301,Male,66.0,Chhetree,Non-formal education,Rs. 10 thousand,3.0,0.0
39401,Female,34.0,Chhetree,Illiterate,Rs. 10 thousand,5.0,0.0
39501,Female,67.0,Chhetree,Illiterate,Rs. 10 thousand,3.0,0.0
39601,Male,75.0,Chhetree,Non-formal education,Rs. 10 thousand,2.0,0.0
39701,Female,47.0,Chhetree,Class 5,Rs. 20-30 thousand,6.0,0.0
39801,Male,42.0,Chhetree,Class 4,Rs. 10 thousand,5.0,0.0
39901,Male,71.0,Chhetree,Illiterate,Rs. 10 thousand,2.0,0.0
40001,Male,56.0,Sarki,Illiterate,Rs. 10 thousand,5.0,0.0
40101,Male,54.0,Sarki,Illiterate,Rs. 10 thousand,5.0,0.0
40201,Male,26.0,Rai,Intermediate or equivalent,Rs. 10 thousand,4.0,1.0
40301,Male,52.0,Chhetree,SLC or equivalent,Rs. 10 thousand,4.0,1.0
40401,Male,57.0,Sarki,Non-formal education,Rs. 10 thousand,2.0,0.0
40501,Female,29.0,Sarki,Illiterate,Rs. 10 thousand,4.0,0.0
40601,Female,54.0,Sarki,Non-formal education,Rs. 10-20 thousand,10.0,0.0
40701,Male,54.0,Sarki,Non-formal education,Rs. 10 thousand,7.0,0.0
40801,Male,50.0,Sarki,Non-formal education,Rs. 10 thousand,4.0,0.0
40901,Female,46.0,Damai/Dholi,Illiterate,Rs. 10 thousand,4.0,0.0
41001,Female,71.0,Damai/Dholi,Illiterate,Rs. 10 thousand,1.0,0.0
41101,Female,37.0,Damai/Dholi,Illiterate,Rs. 20-30 thousand,8.0,0.0
41201,Female,54.0,Damai/Dholi,Illiterate,Rs. 10-20 thousand,2.0,0.0
41301,Female,56.0,Damai/Dholi,Illiterate,Rs. 10-20 thousand,5.0,0.0
41401,Male,77.0,Damai/Dholi,Illiterate,Rs. 10 thousand,5.0,0.0
41501,Male,33.0,Damai/Dholi,Illiterate,Rs. 10-20 thousand,4.0,0.0
41601,Male,63.0,Damai/Dholi,Non-formal education,Rs. 10 thousand,1.0,0.0
41701,Female,32.0,Damai/Dholi,Non-formal education,Rs. 20-30 thousand,5.0,0.0
41801,Female,42.0,Damai/Dholi,Illiterate,Rs. 10-20 thousand,4.0,0.0
41901,Male,46.0,Gurung,Non-formal education,Rs. 10-20 thousand,7.0,0.0
42001,Male,37.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,4.0,0.0
42101,Male,57.0,Gurung,Non-formal education,Rs. 10 thousand,3.0,0.0
42201,Male,55.0,Gharti/Bhujel,Non-formal education,Rs. 10 thousand,5.0,0.0
42301,Male,64.0,Gharti/Bhujel,Non-formal education,Rs. 10 thousand,3.0,0.0
42401,Female,23.0,Gharti/Bhujel,Non-formal education,Rs. 10 thousand,5.0,0.0
42501,Female,24.0,Gharti/Bhujel,Non-formal education,Rs. 10 thousand,5.0,0.0
42601,Female,35.0,Gharti/Bhujel,Illiterate,Rs. 10 thousand,3.0,0.0
42701,Female,36.0,Damai/Dholi,Class 8,Rs. 20-30 thousand,4.0,1.0
42801,Male,45.0,Damai/Dholi,Class 3,Rs. 10-20 thousand,7.0,0.0
42901,Male,72.0,Damai/Dholi,Non-formal education,Rs. 10 thousand,2.0,0.0
43001,Male,47.0,Damai/Dholi,Illiterate,Rs. 10 thousand,6.0,0.0
43101,Male,62.0,Damai/Dholi,Illiterate,Rs. 10 thousand,3.0,0.0
43201,Male,41.0,Damai/Dholi,Illiterate,Rs. 10 thousand,1.0,0.0
43301,Male,44.0,Damai/Dholi,Non-formal education,Rs. 10 thousand,4.0,0.0
43401,Male,55.0,Magar,Non-formal education,Rs. 10 thousand,5.0,0.0
43501,Female,25.0,Magar,Class 6,Rs. 20-30 thousand,5.0,0.0
43601,Male,60.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,3.0,0.0
43701,Male,78.0,Gurung,Illiterate,Rs. 10 thousand,2.0,0.0
43801,Male,49.0,Gurung,Non-formal education,Rs. 10 thousand,6.0,0.0
43901,Male,81.0,Gurung,Illiterate,Rs. 10 thousand,1.0,0.0
44001,Female,36.0,Magar,Illiterate,Rs. 10-20 thousand,6.0,0.0
44101,Male,52.0,Damai/Dholi,Non-formal education,Rs. 10 thousand,7.0,0.0
44201,Female,25.0,Damai/Dholi,Illiterate,Rs. 20-30 thousand,4.0,0.0
44301,Female,43.0,Damai/Dholi,Non-formal education,Rs. 20-30 thousand,4.0,0.0
44401,Male,37.0,Damai/Dholi,Class 6,Rs. 10 thousand,4.0,0.0
44501,Male,31.0,Damai/Dholi,Class 8,Rs. 10 thousand,3.0,0.0
44601,Female,58.0,Damai/Dholi,Illiterate,Rs. 10 thousand,1.0,0.0
44701,Female,65.0,Damai/Dholi,Illiterate,Rs. 10 thousand,1.0,0.0
44801,Male,48.0,Magar,Non-formal education,Rs. 10 thousand,4.0,0.0
44901,Female,30.0,Damai/Dholi,Illiterate,Rs. 10-20 thousand,4.0,0.0
45001,Male,55.0,Brahman-Hill,Non-formal education,Rs. 10-20 thousand,6.0,1.0
45101,Female,38.0,Damai/Dholi,Non-formal education,Rs. 20-30 thousand,6.0,0.0
45201,Male,51.0,Magar,Illiterate,Rs. 10-20 thousand,6.0,0.0
45301,Male,47.0,Rai,Non-formal education,Rs. 10 thousand,8.0,0.0
45401,Female,65.0,Rai,Illiterate,Rs. 10 thousand,6.0,0.0
45501,Male,85.0,Rai,Illiterate,Rs. 10 thousand,1.0,0.0
45601,Male,63.0,Rai,SLC or equivalent,Rs. 10-20 thousand,2.0,1.0
45701,Male,23.0,Rai,Class 10,Rs. 10 thousand,2.0,0.0
45801,Male,43.0,Chhetree,Non-formal education,Rs. 10 thousand,6.0,0.0
45901,Female,54.0,Rai,Illiterate,Rs. 10 thousand,1.0,0.0
46001,Male,31.0,Rai,SLC or equivalent,Rs. 10 thousand,4.0,0.0
46101,Male,55.0,Rai,Class 4,Rs. 10 thousand,8.0,0.0
46201,Female,29.0,Rai,Class 6,Rs. 20-30 thousand,3.0,0.0
46301,Male,49.0,Rai,Class 5,Rs. 10 thousand,7.0,1.0
46401,Male,45.0,Rai,Illiterate,Rs. 10 thousand,3.0,0.0
46501,Female,89.0,Rai,Illiterate,Rs. 10 thousand,1.0,0.0
46601,Female,29.0,Rai,Illiterate,Rs. 20-30 thousand,6.0,0.0
46701,Male,32.0,Rai,Non-formal education,Rs. 10 thousand,6.0,0.0
46801,Female,60.0,Rai,Non-formal education,Rs. 10 thousand,3.0,0.0
46901,Male,39.0,Chhetree,Illiterate,Rs. 10 thousand,7.0,0.0
47001,Female,46.0,Chhetree,Illiterate,Rs. 10 thousand,2.0,0.0
47002,Male,65.0,Chhetree,Illiterate,Rs. 10 thousand,1.0,0.0
47101,Female,32.0,Chhetree,Non-formal education,Rs. 10 thousand,6.0,0.0
47201,Female,48.0,Chhetree,Illiterate,Rs. 10 thousand,6.0,0.0
47301,Female,27.0,Rai,Illiterate,Rs. 10 thousand,6.0,0.0
47401,Male,35.0,Chhetree,SLC or equivalent,Rs. 10-20 thousand,5.0,0.0
47501,Female,75.0,Chhetree,Illiterate,Rs. 10 thousand,1.0,0.0
47601,Female,46.0,Rai,Illiterate,Rs. 10 thousand,3.0,0.0
47701,Male,42.0,Rai,Illiterate,Rs. 10 thousand,6.0,0.0
47801,Male,46.0,Chhetree,Illiterate,Rs. 10 thousand,6.0,0.0
47901,Female,23.0,Chhetree,Class 10,Rs. 10-20 thousand,3.0,0.0
48001,Male,53.0,Chhetree,Illiterate,Rs. 10 thousand,2.0,0.0
48101,Male,83.0,Chhetree,Illiterate,Rs. 10 thousand,3.0,0.0
48201,Female,75.0,Rai,Illiterate,Rs. 10 thousand,1.0,0.0
48301,Male,52.0,Rai,Class 5,Rs. 10 thousand,5.0,0.0
48401,Female,19.0,Rai,Class 10,Rs. 10-20 thousand,3.0,0.0
48501,Male,20.0,Rai,Class 9,Rs. 10 thousand,4.0,0.0
48601,Male,44.0,Rai,Class 9,Rs. 10 thousand,7.0,0.0
48701,Male,58.0,Rai,Illiterate,Rs. 10 thousand,3.0,0.0
48801,Female,25.0,Rai,SLC or equivalent,Rs. 10 thousand,3.0,0.0
48901,Male,59.0,Rai,Non-formal education,Rs. 10 thousand,1.0,0.0
49001,Male,55.0,Rai,Illiterate,Rs. 10 thousand,4.0,0.0
49101,Male,22.0,Rai,SLC or equivalent,Rs. 10 thousand,3.0,0.0
49201,Male,62.0,Rai,Non-formal education,Rs. 10 thousand,4.0,0.0
49301,Female,33.0,Rai,Illiterate,Rs. 10 thousand,4.0,0.0
49401,Female,27.0,Rai,Illiterate,Rs. 10 thousand,4.0,0.0
49501,Male,35.0,Rai,Non-formal education,Rs. 10 thousand,2.0,0.0
49601,Male,40.0,Rai,Illiterate,Rs. 10 thousand,8.0,0.0
49701,Female,79.0,Rai,Illiterate,Rs. 10 thousand,1.0,0.0
49801,Male,58.0,Rai,Illiterate,Rs. 10 thousand,9.0,0.0
49901,Female,64.0,Rai,Illiterate,Rs. 10 thousand,2.0,0.0
50001,Male,70.0,Chhetree,Illiterate,Rs. 10-20 thousand,4.0,0.0
50101,Male,46.0,Rai,Class 5,Rs. 10 thousand,4.0,0.0
50201,Male,58.0,Rai,Illiterate,Rs. 10 thousand,5.0,0.0
50301,Male,53.0,Rai,Class 10,Rs. 10 thousand,3.0,0.0
50401,Female,71.0,Rai,Illiterate,Rs. 10 thousand,1.0,0.0
50501,Female,34.0,Rai,Illiterate,Rs. 10 thousand,6.0,0.0
50601,Male,75.0,Rai,Non-formal education,Rs. 10 thousand,1.0,0.0
50701,Female,35.0,Rai,Class 10,Rs. 10 thousand,4.0,1.0
50801,Male,52.0,Rai,Illiterate,Rs. 10 thousand,4.0,0.0
50901,Female,63.0,Rai,Non-formal education,Rs. 10 thousand,2.0,0.0
51001,Female,44.0,Rai,Non-formal education,Rs. 10 thousand,2.0,0.0
51101,Male,79.0,Rai,Illiterate,Rs. 10 thousand,3.0,0.0
51201,Female,58.0,Rai,Non-formal education,Rs. 10 thousand,2.0,0.0
51301,Male,66.0,Rai,Non-formal education,Rs. 10 thousand,2.0,0.0
51401,Male,65.0,Rai,Non-formal education,Rs. 10 thousand,2.0,0.0
51501,Male,76.0,Rai,Illiterate,Rs. 10 thousand,6.0,0.0
51601,Male,56.0,Rai,Illiterate,Rs. 10 thousand,5.0,0.0
51701,Male,70.0,Rai,Non-formal education,Rs. 10 thousand,6.0,0.0
51801,Female,59.0,Rai,Illiterate,Rs. 10 thousand,3.0,0.0
51901,Female,83.0,Rai,Non-formal education,Rs. 10-20 thousand,3.0,0.0
52001,Male,26.0,Rai,Non-formal education,Rs. 10 thousand,4.0,0.0
52101,Male,41.0,Rai,Non-formal education,Rs. 10 thousand,4.0,0.0
52201,Male,39.0,Rai,Class 9,Rs. 10 thousand,5.0,0.0
52301,Female,70.0,Rai,Illiterate,Rs. 10 thousand,4.0,0.0
52401,Male,64.0,Rai,Class 1,Rs. 10-20 thousand,9.0,0.0
52501,Male,51.0,Rai,Class 3,Rs. 10 thousand,6.0,1.0
52601,Male,64.0,Rai,Illiterate,Rs. 10 thousand,5.0,0.0
52701,Female,68.0,Rai,Illiterate,Rs. 10 thousand,2.0,0.0
52801,Male,48.0,Rai,Class 6,Rs. 10 thousand,8.0,0.0
52901,Female,52.0,Rai,Illiterate,Rs. 10 thousand,8.0,0.0
53001,Male,69.0,Rai,Class 5,Rs. 10 thousand,1.0,0.0
53101,Male,43.0,Rai,SLC or equivalent,Rs. 10 thousand,9.0,0.0
53201,Female,57.0,Rai,Non-formal education,Rs. 10 thousand,4.0,0.0
53301,Female,66.0,Rai,Non-formal education,Rs. 10-20 thousand,6.0,0.0
53401,Male,43.0,Rai,Class 8,Rs. 10 thousand,4.0,0.0
53501,Female,18.0,Rai,Class 4,Rs. 10-20 thousand,4.0,0.0
53601,Male,60.0,Rai,Class 8,Rs. 10-20 thousand,2.0,0.0
53701,Male,76.0,Rai,Non-formal education,Rs. 10 thousand,4.0,0.0
53801,Female,49.0,Rai,Illiterate,Rs. 10 thousand,6.0,0.0
53901,Female,75.0,Rai,Illiterate,Rs. 10 thousand,5.0,0.0
54001,Male,72.0,Rai,Illiterate,Rs. 10 thousand,5.0,0.0
54101,Male,57.0,Rai,Non-formal education,Rs. 10 thousand,9.0,0.0
54201,Male,56.0,Rai,Non-formal education,Rs. 10 thousand,6.0,0.0
54301,Male,22.0,Rai,SLC or equivalent,Rs. 10-20 thousand,12.0,0.0
54401,Male,52.0,Rai,Class 3,Rs. 10 thousand,7.0,0.0
54501,Male,31.0,Rai,Class 5,Rs. 10 thousand,3.0,0.0
54601,Male,44.0,Sherpa,Class 8,Rs. 10 thousand,3.0,0.0
54701,Male,51.0,Rai,Class 8,Rs. 10 thousand,5.0,0.0
54801,Female,29.0,Rai,Illiterate,Rs. 10 thousand,4.0,0.0
54901,Female,36.0,Rai,Illiterate,Rs. 10 thousand,5.0,0.0
55001,Male,66.0,Rai,Non-formal education,Rs. 10-20 thousand,3.0,0.0
55101,Male,44.0,Rai,SLC or equivalent,Rs. 10 thousand,5.0,0.0
55201,Male,48.0,Rai,Illiterate,Rs. 10-20 thousand,6.0,0.0
55301,Male,36.0,Rai,Class 9,Rs. 10 thousand,6.0,0.0
55401,Male,37.0,Rai,Intermediate or equivalent,Rs. 10-20 thousand,5.0,0.0
55501,Male,51.0,Rai,Non-formal education,Rs. 10 thousand,6.0,0.0
55601,Male,54.0,Rai,Non-formal education,Rs. 10 thousand,3.0,0.0
55701,Male,50.0,Rai,Non-formal education,Rs. 10 thousand,6.0,0.0
55801,Male,58.0,Rai,Non-formal education,Rs. 10 thousand,13.0,0.0
55901,Male,21.0,Rai,Class 5,Rs. 10 thousand,5.0,0.0
56001,Female,77.0,Rai,Illiterate,Rs. 10 thousand,2.0,0.0
56101,Female,61.0,Rai,Illiterate,Rs. 10 thousand,1.0,0.0
56201,Female,20.0,Rai,Class 6,Rs. 10 thousand,2.0,0.0
56301,Male,29.0,Rai,Class 8,Rs. 10 thousand,3.0,0.0
56401,Male,36.0,Rai,Illiterate,Rs. 10 thousand,5.0,0.0
56501,Female,26.0,Rai,Class 10,Rs. 20-30 thousand,3.0,0.0
56601,Male,47.0,Rai,SLC or equivalent,Rs. 10-20 thousand,5.0,1.0
56701,Male,60.0,Rai,Illiterate,Rs. 10 thousand,1.0,0.0
56801,Male,30.0,Rai,Illiterate,Rs. 10 thousand,4.0,0.0
56901,Female,64.0,Rai,Illiterate,Rs. 10 thousand,4.0,0.0
57001,Female,61.0,Rai,Illiterate,Rs. 10-20 thousand,6.0,0.0
57101,Female,23.0,Rai,Illiterate,Rs. 10-20 thousand,4.0,0.0
57201,Male,40.0,Rai,Class 10,Rs. 10 thousand,3.0,0.0
57301,Male,54.0,Rai,Illiterate,Rs. 10 thousand,2.0,0.0
57401,Female,28.0,Rai,Non-formal education,Rs. 10 thousand,3.0,0.0
57501,Male,49.0,Rai,Illiterate,Rs. 10 thousand,4.0,0.0
57601,Male,34.0,Rai,Illiterate,Rs. 10 thousand,4.0,0.0
57701,Male,47.0,Rai,Illiterate,Rs. 10 thousand,4.0,0.0
57801,Male,50.0,Rai,Non-formal education,Rs. 10 thousand,6.0,0.0
57901,Female,37.0,Rai,Class 9,Rs. 10 thousand,4.0,0.0
58001,Female,38.0,Rai,Non-formal education,Rs. 10 thousand,4.0,0.0
58101,Male,46.0,Rai,Non-formal education,Rs. 10 thousand,5.0,0.0
58201,Male,52.0,Rai,Non-formal education,Rs. 10 thousand,6.0,0.0
58301,Male,61.0,Rai,SLC or equivalent,Rs. 10 thousand,10.0,1.0
58401,Male,57.0,Rai,Non-formal education,Rs. 10 thousand,6.0,0.0
58501,Female,36.0,Rai,Non-formal education,Rs. 10-20 thousand,4.0,0.0
58601,Male,44.0,Rai,Non-formal education,Rs. 10 thousand,2.0,0.0
58701,Female,52.0,Rai,Illiterate,Rs. 10 thousand,4.0,0.0
58801,Male,74.0,Rai,Illiterate,Rs. 10 thousand,9.0,0.0
58901,Male,57.0,Rai,Non-formal education,Rs. 20-30 thousand,6.0,0.0
59001,Male,57.0,Rai,Illiterate,Rs. 10 thousand,5.0,0.0
59101,Male,25.0,Rai,SLC or equivalent,Rs. 10 thousand,4.0,0.0
59201,Female,65.0,Rai,Illiterate,Rs. 10 thousand,5.0,0.0
59301,Male,38.0,Rai,Non-formal education,Rs. 10 thousand,6.0,0.0
59401,Male,36.0,Rai,Class 10,Rs. 10 thousand,6.0,0.0
59501,Female,60.0,Rai,Non-formal education,Rs. 10 thousand,1.0,0.0
59601,Male,39.0,Rai,Class 7,Rs. 10 thousand,5.0,0.0
59701,Male,58.0,Rai,Illiterate,Rs. 10 thousand,3.0,0.0
59801,Male,38.0,Rai,Non-formal education,Rs. 10 thousand,2.0,0.0
59901,Female,37.0,Rai,Non-formal education,Rs. 10 thousand,4.0,0.0
60001,Female,31.0,Rai,Class 5,Rs. 10 thousand,5.0,0.0
60101,Male,25.0,Rai,Illiterate,Rs. 10 thousand,5.0,0.0
60201,Female,30.0,Rai,Non-formal education,Rs. 10 thousand,4.0,0.0
60301,Male,20.0,Rai,Class 10,Rs. 10 thousand,3.0,0.0
60401,Female,61.0,Rai,Illiterate,Rs. 10 thousand,5.0,0.0
60501,Female,44.0,Rai,Non-formal education,Rs. 20-30 thousand,4.0,0.0
60601,Male,27.0,Rai,Class 8,Rs. 10 thousand,4.0,0.0
60701,Female,38.0,Rai,Class 3,Rs. 10 thousand,4.0,0.0
60801,Male,38.0,Rai,Non-formal education,Rs. 10 thousand,5.0,0.0
60901,Male,61.0,Rai,Illiterate,Rs. 10 thousand,4.0,0.0
61001,Male,24.0,Rai,Class 4,Rs. 10 thousand,4.0,0.0
61101,Male,59.0,Rai,Illiterate,Rs. 10 thousand,3.0,0.0
61201,Male,29.0,Rai,Class 5,Rs. 10 thousand,3.0,0.0
61301,Male,44.0,Rai,Illiterate,Rs. 10 thousand,6.0,0.0
61401,Female,30.0,Rai,Class 9,Rs. 20-30 thousand,4.0,0.0
61501,Male,50.0,Rai,Non-formal education,Rs. 10 thousand,7.0,0.0
61601,Female,36.0,Rai,Non-formal education,Rs. 20-30 thousand,7.0,0.0
61701,Male,50.0,Rai,Non-formal education,Rs. 10-20 thousand,5.0,0.0
61801,Female,36.0,Rai,Non-formal education,Rs. 20-30 thousand,6.0,0.0
61901,Male,58.0,Rai,Illiterate,Rs. 10 thousand,4.0,0.0
62001,Male,56.0,Rai,Class 10,Rs. 10-20 thousand,10.0,1.0
62101,Male,64.0,Rai,Non-formal education,Rs. 10-20 thousand,8.0,0.0
62201,Male,58.0,Rai,Non-formal education,Rs. 10 thousand,3.0,0.0
62301,Male,25.0,Rai,Non-formal education,Rs. 10 thousand,1.0,0.0
62401,Male,59.0,Rai,Non-formal education,Rs. 10 thousand,2.0,0.0
62501,Male,34.0,Rai,Class 6,Rs. 10-20 thousand,2.0,0.0
62601,Female,32.0,Rai,Class 10,Rs. 10-20 thousand,5.0,1.0
62701,Female,26.0,Rai,SLC or equivalent,Rs. 10-20 thousand,6.0,0.0
62801,Male,21.0,Rai,Class 8,Rs. 10 thousand,5.0,0.0
62901,Male,20.0,Rai,Class 10,Rs. 10 thousand,5.0,0.0
63001,Female,32.0,Rai,Non-formal education,Rs. 20-30 thousand,4.0,0.0
63101,Male,68.0,Rai,Illiterate,Rs. 10 thousand,3.0,0.0
63201,Male,66.0,Rai,Illiterate,Rs. 10 thousand,5.0,0.0
63301,Female,24.0,Rai,Class 5,Rs. 20-30 thousand,7.0,0.0
63401,Male,46.0,Rai,Non-formal education,Rs. 10 thousand,6.0,0.0
63501,Male,54.0,Rai,Illiterate,Rs. 10 thousand,5.0,0.0
63601,Female,27.0,Rai,Non-formal education,Rs. 20-30 thousand,4.0,0.0
63701,Male,48.0,Rai,Non-formal education,Rs. 10 thousand,6.0,0.0
63801,Male,57.0,Rai,Illiterate,Rs. 10 thousand,5.0,0.0
63901,Male,25.0,Rai,Class 10,Rs. 10 thousand,3.0,0.0
64001,Female,34.0,Rai,Non-formal education,Rs. 10-20 thousand,4.0,0.0
64101,Male,79.0,Rai,Illiterate,Rs. 10-20 thousand,2.0,0.0
64201,Female,45.0,Rai,Class 8,Rs. 10-20 thousand,2.0,0.0
64301,Female,31.0,Rai,Class 5,Rs. 20-30 thousand,3.0,0.0
64401,Male,62.0,Rai,Non-formal education,Rs. 10 thousand,3.0,0.0
64501,Male,24.0,Rai,Class 5,Rs. 10 thousand,3.0,0.0
64601,Female,24.0,Rai,Non-formal education,Rs. 10 thousand,3.0,0.0
64701,Female,27.0,Rai,Non-formal education,Rs. 10 thousand,3.0,0.0
64801,Female,26.0,Rai,Non-formal education,Rs. 10 thousand,4.0,0.0
64901,Male,75.0,Rai,Class 5,Rs. 10-20 thousand,9.0,0.0
65001,Male,61.0,Rai,Non-formal education,Rs. 10-20 thousand,8.0,0.0
65101,Male,53.0,Kami,Non-formal education,Rs. 10 thousand,5.0,0.0
65201,Male,49.0,Chhetree,Non-formal education,Rs. 20-30 thousand,6.0,1.0
65301,Male,48.0,Chhetree,Illiterate,Rs. 10-20 thousand,5.0,1.0
65401,Female,43.0,Chhetree,Illiterate,Rs. 10-20 thousand,4.0,1.0
65501,Female,64.0,Chhetree,Illiterate,Rs. 10 thousand,4.0,0.0
